wav_name	transcription	translation
5_0032.wav	یەک زەمان نەخێر مەلایە	At the same time, no, it's not.
5_0033.wav	ڕەجا بابە ئەمان فێڵێ شی ئەمان شتێ شی لێک	So let's see what we can learn from this.
5_0034.wav	لێ دەکین دڵە چی	What is the heart?
5_0035.wav	وە ئێمە ئە وڕۆ کابرای بە تاقیلە کەینەوە	And we're going to take the cabbage with us.
5_0036.wav	ئەگە هەڵیدا ئەوە شێخە	"He said, ""That's the sheikh""."
5_0037.wav	ئەگەر هەڵی نەدا	If you're wrong,
5_0038.wav	وەلا و شێخ نێو	Valla and Sheikh Zayed
5_0039.wav	هەر مەلای جارانە و بە ئیعترازی مەلایەتی هیچی دیکەشی نییە	It's just old-fashioned swimming, and it's not really swimming at all.
5_0040.wav	یە	It is.
5_0041.wav	بۆ من مەعلووم نابێ	I don't think that's a bad thing for me.
5_0042.wav	دەڵێ زافیلەکەی چییە	"He says, ""What's his secret?"""
5_0043.wav	بەڵێ وەرن چەند نەفەرێک ئەمە خڕ دەبینەوە وەک ئێمە قسەی لەسەر دەکەین	Yeah, come on, we're going to get some of this melted down as we talk about it.
5_0044.wav	سوبحەینێ زوحمەیە	It's early morning.
5_0045.wav	نی یە جەرمی	It's not Earth.
5_0046.wav	ئەمە ئەگەر لە مەجلا ڕاحەتینەوە	This is if we're sitting in a magazine.
5_0047.wav	گێن بە نوێژی جومعەی	Join us for Friday prayers
5_0048.wav	دوو دانە	There are two.
5_0049.wav	کلۆ یان دڵ	Claw or heart
5_0050.wav	جووتێک گۆرەوی دەنێین و	We sing a couple of songs.
5_0051.wav	دوای نە نوێژی زوحمە یەک بەتاڵ بوو	After the Zuhr prayer, there was a void.
5_0052.wav	مەئموولیە کۆڵەکەی چیە من لە مزگەوتیە ئەگەر	What's the matter? I'm in a mosque.
5_0053.wav	نوێژ کرا	Prayers were offered.
5_0054.wav	بەرماڵێکی بۆ ڕادەکەن و مەسەلەن لە تەنیشت کۆڵەکەکەی مامۆستا لەوێ سەر بەرماڵەکە لەشەوانەکەی دادەنیشێ و	There's a mattress for running, and the teacher sits next to the pillow on the mattress at night.
5_0055.wav	نێوەڕاستی خەڵکی	Neutral to the people
5_0056.wav	عالەمی خەلکیش لە دەورووبەری مزگەوتێ	A crowd of people gathered around the mosque.
5_0057.wav	ئەڵا دوو نەفەری جەواد	"He said, ""There are two kinds of fighting."
5_0058.wav	دوو دانە کوڵۆیان لە مەجدا دەگرن و	They're holding two spears at the Mecca.
5_0059.wav	کلۆکانی دەبەنە پێش مامۆستای دادەنێن پێشێ دەڵێن مەلا تاقیت دەکەنەوە	"They're going to take their hats off to the teachers, and they're gonna sit in front of them and say, ""Hey, you're being bullied""."
5_0060.wav	ئەوڕۆ دۆستێک	A friend today
5_0061.wav	دە کوتیانە شێخە دەستێ کوتیانە نەوڵە هەر مەلایە	Ten cuts, sheikhs, hands, cuts and nails, every swimmer.
5_0062.wav	بەڵا فکر فکر فکر فکری لە پەیدا دەبێ چ بکەم چ نەکەم	It's thinking about what I should do and what I shouldn't do.
5_0063.wav	کە لە وڵاتی خۆیان لەبەر ئەو نێوەی کە ڕۆیشتووە و نێوی مەلا کلۆیان بەسەر دا بڕیوە ئەوە چووەتە وێ ئەو نێوەی لەسەر لاچێ	They're in their own country because of the hole that they went through, and they're going through Mella Cloe. That's where they went, the hole on the left.
5_0064.wav	ئەویش فیکر دەکاتەوە	And he thinks.
5_0065.wav	نازانی کلۆیان بۆ دەگوڕەویناوە و لەپێشیان داناوە	They don't know that Chloe turned to us and put it in front of them.
5_0066.wav	عیشق لە خۆی دەکاتەوە دەڵێ ئای کلۆ فەقیر	"He says to himself, ""I'm poor""."
5_0067.wav	سەد بیە لە وڵاتی خۆی هەر کولۆ بایی نەهات بایە ئەسیری دەستی ئەو	A hundred tribes of his own country, not a single tribe was taken captive by his hand.
5_0068.wav	میللەتی ئێوە	Your nationality
5_0069.wav	نەرزانێ یۆکلێ	Norzné Yuclé
5_0070.wav	بریە لە وڵاتی خۆت دەر کلۆ بای	Get out of your country, Chloe.
5_0071.wav	نابێ ئەسری دەستی ئەو حاڵەمەی بیوو	It shouldn't have been my fault.
5_0072.wav	مەسەلەی خەڵک قسەو باس و بارودۆخە	It's about people, talk, and situations.
5_0073.wav	ئیدی دەگەڵ دەڵێ ئای کللۆی فەقیر	"Eddie goes on to say, ""I'm a poor clown""."
5_0074.wav	حاڵم دیگەڕا غاری دەداتێ ئەگەر غاری دەداتێ	I'm sure he'll call again if he does.
5_0075.wav	غاری دەداتێ ئەویش هەڵدێ برزادی دەدەن	He shouts, and they shout, and he shouts.
5_0076.wav	هەڵ دێ	It's going to happen.
5_0077.wav	زیگاکەی سەربەرەژێری بێ	Zygak's supremacy is unprecedented.
5_0078.wav	بەرە چۆم هەڵدێ	I'm going to jump.
5_0079.wav	هەڵدێ و حالەم چی کردە سەری هەر وەلامم بیگەم زیارەتی کەم وەلامم بیگەم زیارەتی کەم	I don't know what he did to my head, but I'm not going to pray much, and I am going to worship little.
5_0080.wav	ئاخری حاڵی بێ لە مزگەوتێ دێنێ دەرێ و پێ خەسی و ویری کەوتوون	When they saw him coming out of the synagogue, they were furious and fell on their faces.
5_0081.wav	کەس کە لەفەی کەوشان ناکەوێ کە وەلیچ کە	No one who doesn't want to take a shower is going to want to do that.
5_0082.wav	ئەی بۆ دووی بکەوێ بگرێتەوە هەر بە پێ قوەسی دەڵێم با بگەیێنین خێرا دەستت دیاری بکەین بۆ شێخ	I'll tell you what. Let's get it to the sheik.
5_0083.wav	ئاخری حاڵی ئەوینی مزگەوت دێتە دی بە قودرەتی خودای کارێتا و کۆڵەکەی مزگەوت دەشکاند مزگەوت تێک دەڕووخێ	Finally, he saw the mosque come down with the power of the god Kareta and smashed the pillar of mosque, destroying mosque.
5_0084.wav	مزگەوت چێک درۆخییە	The mosque is a fake.
5_0085.wav	کە ئەگەر جا و جارێ کە مەلا	That if there's ever a time that Mala
5_0086.wav	و قدر کەو	And he fell down.
5_0087.wav	یەک جوانەگای بۆ دێنە یەک قەدی بۆ دێنە یەک قەدی بۆ دێنە یەک نازانم	One cup comes in, one cup comes out. I don't know.
5_0088.wav	مریشکی بۆدنە یەک	One-eyed chicken
5_0089.wav	شەکی بۆ دراگ بەرانی بۆ دێنا مەلا	Shaki to Drag Baran to Dena Mala
5_0090.wav	مەلا بۆی گرت	Mala caught it.
5_0091.wav	بە و کلیمە قسەی	With that word, he speaks.
5_0092.wav	کوتیوە ئەگەر ئەگەرزانی	It's short, if you know what I mean.
5_0093.wav	ئەگهر زانی بای مەسەلە	Do you know what this is about?
5_0094.wav	دەیزانی دە و سەعاتەدا مزگەوتەکە دە ڕوخێ	He knew the mosque would collapse at ten o'clock.
5_0095.wav	ئەگەر هەڵنەهاتبا ئەمە هەمووی بۆ ون نەکەوتی ئەوە شێخە	If it doesn't, it's not all gone. It's the sheikh.
5_0096.wav	وە قادر کەول کاکە مەلا عەلی شیرین بوو ئە و جار بوو بۆ شێخ	And Qadr Qul Qaqa was Malala Ali Sher, and he used to be a sheikh.
5_0097.wav	ئەو شێخی کەرامەتدار	She's a very dignified person.
5_0098.wav	تۆ بە شێخی کرامەت داد	You've given me a lot of credit.
5_0099.wav	بەڵێ هێڵێکی حاڵم ڕووت کرد ئەگە هێندە شت بوێ نا و نەزانی لە کوێ دانێ	Yeah, I got a blank slate. She wanted so much stuff, she didn't know where to put it.
5_0100.wav	نە حەسار مابوو نە دیو مابوو نە	There was no noise, no noise.
5_0101.wav	هیچ چیمە و گوشتی تێدا نییە	It doesn't have any spices or meat.
5_0102.wav	بەڵێ خەبەر لە کێ بزانین خەبەر لە	Yes, we know who we're dealing with.
5_0103.wav	ماڵە پادشای بزانی	The King's House
5_0104.wav	ماڵە پادشای	The King's House
5_0105.wav	شێویە	It's confusing.
5_0106.wav	چل نەفەر دەست هەبوون	There were forty of them.
5_0107.wav	چوون ئە و خەزێنەی دەدی دەمی پادشای دابوو	They went and found the treasure, and gave it to the king.
5_0108.wav	چوونە دزی هیچی ئەدەنێیش بوو	It sounded like a robbery.
5_0109.wav	نیگا بان وشتیانییان گرتبوو یان ناگرتبوو نازانم چەن چوناوە چوناوە دیواریان بڕیبوو	I don't know how many times they had broken through the walls.
5_0110.wav	خەزێنەی پادشا تاڵان کردبوو	He had plundered the king's treasury.
5_0111.wav	پێنج خانیش چی کە تێیدا نەماوە	What about the five cells that are missing?
5_0112.wav	دەی فیکر فیکر چ بکەین چ نەکەین هەر چەندی سوڕانەوە مەحموود بوێدا بوێدا بوێدا	He's thinking about what we should do, what we shouldn't do, as much as Mahmoud would have done.
5_0113.wav	هیچ کەس نەبوو کە	There was no one there.
5_0114.wav	بیبینێتەوە	He sees it.
5_0115.wav	کوتیان بابە و شێخێک ئەوە لە فڵانە جێگایە بە خودا بە وی نەوێ بە هیچ کەس عیلاجی نایە	A little brother and a little sister. It's all in the air. God willing, it's not up to anyone.
5_0116.wav	ئەو خەزێنەی تۆ تازە دزراوە کەس	Your vault has just been stolen.
5_0117.wav	بەوی نەبێ	Don't worry about it.
5_0118.wav	بە کەس جێبەجێ نابێ	It doesn't apply to anyone.
5_0119.wav	پرە زۆر چاک	Very good feathers.
5_0120.wav	هەستا مەئمووری پادشای هاتن بە ماڵە مەلای	And the king's chamberlains arose, and came to Malachi's house.
5_0121.wav	کوتی مەلا ئەوە کالەزی پادشای	That's the king's cottage.
5_0122.wav	نووسیویەتی	He wrote:
5_0123.wav	ئەمن خەزێنەکەم تاڵان کراوە	My vault has been looted.
5_0124.wav	چەند مودەتمە لێی دەگەڕێین	How long have we been looking for him?
5_0125.wav	ئە و خەزێنەی بێ سەر و شینی لە هیچی سۆراغ نەدەکرد	The headless, blue container didn't care about anything.
5_0126.wav	ئیستاش لە تۆ	And now to you.
5_0127.wav	دەڵێن کە ڕامات دێ پێمان دەڵێ پێمان بڵێ پێمان ناڵێ	They say when Ramat comes, he tells us to tell us, he doesn't tell us.
5_0128.wav	پادشا دەنێرێ لە دووت بە خودا ئەوی خراپەت پێ دەکا لە زیندانت دەکا ئیعدامت دەکا چیت لێ دەکا چیت پێ دەکا	The king will send the man who wronged you to prison. He will beat you to death. What will you do to him?
5_0129.wav	دڵخۆش زۆر باشە	Happy. Very good.
5_0130.wav	بەڵا فکر فکر چم بکەم چ نەکەم	I'm thinking about what not to do.
5_0131.wav	خۆ من کراماتم نیەو چوم نیەو	I myself am not honored, and I will not go up.
5_0132.wav	کەلیمە قسەیەکی ئاوا هاتۆتە گۆڕی خودا بە سەر لە ڕاسی دا و	In this way the word of God was preached to the Gentiles.
5_0133.wav	چ بکەم چ نەکەم دەڵێ زۆر باشە دەڵێ بابە جان چل شەو مەڵات دان	What do I do, what don't I do? She says it's fine. She says let's go.
5_0134.wav	ئیجازە هەیە غەفار بوو	There's an excuse. It was a mistake.
5_0135.wav	کاغەز دەنووسێتەوە ئەو پارچە دڵە قوربان چیشە ئەو ماڵەت دەنا من بۆت پەیدا دەکەمەوە	She'll write down that piece of heart and sacrifice what that house will give you. I'll make it for you.
5_0136.wav	لە پاش چل شەو	After forty nights
5_0137.wav	مەلا حیسابی چاک نازانی	She doesn't know how to calculate.
5_0138.wav	دەڵێم مەلا ژن	I'd say Mala is a woman.
5_0139.wav	حاڵی جەریانی چیایە	It's a mountain stream.
5_0140.wav	خەزێنەی ماڵە پاشای تاڵان کراوە	The treasury of the king's house was plundered.
5_0141.wav	ئیستا دەسەلیمیان کوتووە کوتووە بۆمان دەبینێ چاکە بۆمان نابینێ پاشا نێرێ لە دوور جا ئەی زیندانیت کە ئەی ئیعدامت کە ئەی دادگایت کە ئەجیل لێبکە ئەجیل لێنەکە	Now they've got the evidence tied up, we'll see. It's good we don't see the king send you away. You're in prison, you're executed.
5_0142.wav	تێر بۆمان بینیوە ئەتۆ کەرامەتە نێوبانگ ڕێیەوە بە کەرامەتداری زۆر باشە	We've seen that you're dignified. You've walked with dignity. That's very good.
5_0143.wav	دەڵێم مەلا ژن ئەمن وا چووی چۆم وڵات خواستوە	"I'm going to say, ""Mella, this is my wife. I want to go to the country""."
5_0144.wav	دەچمە شاری	I'm going to the city
5_0145.wav	چ شوتیان دێنیم	I'll tell you what I'm going to do.
5_0146.wav	شووتییەکان هەموو شەوێ شووتییەک	Marriages are marriages every night.
5_0147.wav	دوای نانخواردنێ شووتییەکم بێت لە پێش دانێ	After breakfast, I'll take a shower before dinner.
5_0148.wav	دەڵێ کە دەڵێ ئەگەر شووتییەکان خەلاس بوون	He says that he says that if the Scots were virgins
5_0149.wav	ئە و دەمیشێویەی هەڵدەین لێدەین دەڕۆین مە و حاڵ هەر ئاوە بە جێ دێڵێین	We're going to throw up the same amount of dirt we're throwing away, and we might as well leave the water behind.
5_0150.wav	قسەی پاقژە هەروا کەم نییە بزەن	They don't even know how to speak fluently.
5_0151.wav	موللەتی دژەوم خواستە دوا بڵە بڵە پی نازان	Mullet is the enemy of God. He doesn't know.
5_0152.wav	بەڵا دڵ زۆر باشە	But the heart is very good.
5_0153.wav	هەڵدەستێ دەستە شاری چل خوێندەواری دی لە دڵە مەلاژ لە دیوێکیان دێنێ لێو دیوەی	He gets up and hands the city forty-two scholars in the heart of malaysia from one side to the other
5_0154.wav	وەنیشیان کێشەوێ دوای ناخواردنیان	And they shall be ashamed after their hunger.
5_0155.wav	سەحاتی ئەوەندەی	It's about the same time.
5_0156.wav	شووتێکی بێ نەدەم	I don't know what I'm talking about.
5_0157.wav	بە شەوچلە دەیخۆیت	You eat it at night.
5_0158.wav	یدی هەموو شەو شووتیەکی بێنە هەموو شەو یەک دانەی بێنە هەموو شەوێک لە بیرت نەچێ	"""Every night, take a shower, every night take one, don't forget every night""."
5_0159.wav	چل شەومە خەلاس بیست و یەکان خەلاس بن ئەمە هەڵدی زۆر باش	Forty nights, twenty nights and twenty-one nights. This is a very good flight.
5_0160.wav	بەڵێ .	Yes, it is.
5_0161.wav	ئەوانەش دزەکانی کە خەبەریان دەبێ کە ئەوە مەئمووری پاشا ئەچوونە ماڵە ئەوانیش چیە و ماڵە مەلای و دەڵێن مەلا کەرامەتی هەیە و نازانم چی و چی	And they're the thieves who have to find out that it's the king's maimour, what their house is, and what Ma'lai's house is and they say Ma'la has dignity and I don't know what and what
5_0162.wav	ئەرێ دەڵێ مەلایەکمان باسینە سەر کوردانێ بزانی چمان پێ دەڵێ	"He says, ""Let's talk about the Kurds, see what he has to say""."
5_0163.wav	کۆیلە ڕۆنی	Slave oil
5_0164.wav	بەڵێ خڕ دەبنەوە	Yes, they will melt.
5_0165.wav	هەر چریان دێنە دەورووبەری ئەو دێیەی مار دەبن و لە شاخی ژی	They roam around the serpent's den and live on the mountain.
5_0166.wav	وانەیەک دەبنو	We're going to be a lesson.
5_0167.wav	ماڵە مەلای	Malayan house
5_0168.wav	نیشانە دەکەن و کە کولانەکەیان لەکوێ و دەرکیان لەکوێیە و مەلاکانی دێتەوە لە نوێژێ و	They show where their money is and where they are going, and the rich come and pray.
5_0169.wav	دەڵێ ئەوەڵ شەوێ دەبێ	He says it's going to be night.
5_0170.wav	کەشوهەوییەکان	Meteorologists
5_0171.wav	ئە وڕۆ کڕی مەسەلەن بۆ شەو لایە خوا	He's going to buy me a bottle of wine for the night.
5_0172.wav	نەفەرەکانی چل نەفەر دەبن ئەو شەوەی نەفەرێک لە دەستە کولانەی	The forty passengers will be the night of a passenger in the hands of a storm.
5_0173.wav	دێتە سەر کولانەی	It's coming to a storm.
5_0174.wav	مەلا ژنی دەجەنگێ داشیودەکات یانی ئەوێ دادەنێ دڵە	Malala's wife is fighting. She's going to put her heart in there tomorrow.
5_0175.wav	مەلاژنەوە لە چلانی یەک	Don't give up at forty-one.
5_0176.wav	کەبڵە ڕەسە کولەنی	Cuban roots cabbage
5_0177.wav	دەڵێ بەڵا ئەرێ وەڵا دەچلانەوە یەک	"He says, ""No, no, no. You're going to be together""."
5_0178.wav	کابرا هەڵدەستێ دەگەڕێتەوە	Cabra rises and returns
5_0179.wav	دەردە کەندزەکان چل نەفەرەکەی	Out of the islands came forty men.
5_0180.wav	دەڵێ بابە بە خودا بە پێغەمبەر چۆنمان ئەمە دزیوە	They will say, 'By Allah and the Messenger, how did we steal this?'
5_0181.wav	ئە و کابرایە لە مەچادەر دەزانی کورد دەڵێ چوون	That cabaret in Machadhar, you know, Kurdish says they're gone.
5_0182.wav	کوڕە کوتی هەر گەیشتمە سەر کلانێک	Little boy, I've just reached a clique.
5_0183.wav	کوتی لە چلانەوە یەک ژنەکەی ژین ژنەکەی کوتی بەڵا لە چلانەوە یەک بەخودا ئەرچییان نەزانی	One of the women, Zheng, the other one, Balla, was the only one who didn't know what was going on.
5_0184.wav	چ بکێن چ ناکەین	What to do What not to do
5_0185.wav	ی بابە شەش حەوت ڕۆژان ڕاوەستن	Ya Baba six seven days stand
5_0186.wav	ئەما	That's it.
5_0187.wav	دەچین	We're going
5_0188.wav	شێنی فریشتە	She is an angel.
5_0189.wav	ئەو شەش نەفەرەی کە چووبە سبحەشێو دوو نەفەر بچێ	The six tribes that went to the Sabbath went to two tribes.
5_0190.wav	بزانە وایە یان نا	See if it's true or not.
5_0191.wav	مەسەلە	The issues
5_0192.wav	لە دوای دوینیفریس	After Dunifress
5_0193.wav	بۆ سێ ڕۆژە سێ نەفەرمان دەچین بۆ چوار ڕۆژە چوار نەفەرمان دەچین	For three days, we go three ships, for four days, four ships.
5_0194.wav	گۆشەکولانی بزانی باسمان دەکا ئەگەر باسمان بکا	He'd know what we were talking about if he was talking about us.
5_0195.wav	ئەگەرە	It is possible.
5_0196.wav	ئەوە دەزانی ئەگەر باسیشمان نەکا نەوەڵاوار	You know, if we don't talk about it, it's not gonna happen.
5_0197.wav	بڵێی ڕانەوستن شەودا دێتەوە بۆ سبحەی شێعرە دە وەخت و سەعاتەی دا	"He said, ""The night will come in the morning, ten o'clock in the afternoon""."
5_0198.wav	دوو نەفەریان دێننە شەکولەنەی	Two passengers are bringing the shakulan.
5_0199.wav	دەڵێ:	He says:
5_0200.wav	مەلا ژنی شووتی لەوێ لە عەزێ دا لەوێ دادەنێ	Malla, the bride's husband, is laid there on a donkey.
5_0201.wav	دەڵێ مامۆستا دەفەرموێ دەڵێ مەلا زین لە سلانەوە دوو دەڵێ بەڵێ مامۆستا لە سلانەوە دوو	He says the teacher says he says Malala Zinn in row two. He says yes, the teacher in row 2.
5_0202.wav	ئەوە ئەو شووتیانە هەڵدەبژێرێ	That's going to pick those boots.
5_0203.wav	ئەگەر خلاس ئەگەر خلاس من دوایە	If so, then I'm next.
5_0204.wav	بڕۆ لێ ماڵێ بڕۆ لێ هەڵێ و دزەکانیش کە ئە و شەوەی کە یەکەم شەوێ نەفەر یەک بووە دوای شەوێ بوونە دوو نەفەر	Go home, go home, and the thieves that came that night, that first night, there was only one, the next night there were two.
5_0205.wav	دەڵێ لە سیلانەوە وتووە دەڵێ مامۆستا لە سیلانەوە وتووە هەڵدەستێ لە سنە وتووە دەڵێ بە خودای دەزانی	He says he's from Silan, he says he is a teacher in Silan. He says that he rises from the dead. He said he knows God.
5_0206.wav	با خودای بام لە مەسەلە دەزانی	Let me be the god of this, you know.
5_0207.wav	دەڵێ سەری حەوت ڕۆژەیە تا حەوت ڕۆژانە بەو دەستوورییەی هەر شەوێ دەڵێ لەسلانەوە سێ سێ نەفەر دەبوون	He says it's seven days to seven days with the same constitution every night. He says there were three or three people in a row.
5_0208.wav	لە سەدانەوە چوار چوار نەفەر دەبێت	It's going to be four to four per cent.
5_0209.wav	جواە درەزا کوڵەی	I'm going to take a shower.
5_0210.wav	لە چلانەوە پێنج	Sixty-five
5_0211.wav	پێنج کەس دەبێت	There will be five people.
5_0212.wav	لە شەشان	In the sixth.
5_0213.wav	شەش نەفەر دەبن	That's six people.
5_0214.wav	شەوی حەوتەی گەورەکانیان لەگەڵیان دەچێ	The night of their seventh birthday, the adults go with them.
5_0215.wav	ئەگەر شەوی حەوتەی گەورەکانیان لەگەڵیان چوو	If their seven elders had gone with them on the night
5_0216.wav	مەلا ژین ئە و شەوەی ئیشووتیە گەورەکەی دێنێ ئەوی لە هەمان گەورەترە	Mela Zine A and the night of the great Yeshiva of yesterday. She's the same size.
5_0217.wav	شووتەکەی لەوێ دادەنێ و دەڵێ مەلا ژنەور لە چلانەوەی گەورەکانە ئەو گەورەکانە دەڵێ بەڵام ئەم مامۆستایە لە چلانەو گەورەکانە	"He puts his shoe there and says, ""Mella Genure is in the big band"". He says big band, but this teacher is in big band."
5_0218.wav	کوڕە دڵە با ئەم پەسخە پێغەمبەریش دەزانی	My dear son, you know that this Passover is a prophecy.
5_0219.wav	دەزانی لە کوێ شمان داناوە دەزانیێ	You know where we've put them.
5_0220.wav	چوونیشمان دزیوە	And we stole the car.
5_0221.wav	ئەو کوتی دەستیلان و گەورەکەیە	That's the big, hand-me-down coat.
5_0222.wav	ژێ و گەورەکە گەورە بوو	Je and Big grew up.
5_0223.wav	تەی چی بکەی جینەکەی؟	What do you do with the gene?
5_0224.wav	کەڵەی هەڵدەستن	They're picking up trash.
5_0225.wav	دەستە جەمع ڕوی نەشتە ماڵە مەلای	The hands of Jama'at-ul-Rawi did not stay at home, Mala'i.
5_0226.wav	شتێ چ سەیردی بێ یاخین سی چل نەفەرەوە لە ماڵ مەلای سەلام وعلیکم وعلیکم سەلام	What a strange thing, thirty-four people from the house of Malala Salaam, Aliq and Aliq Salaam.
5_0227.wav	دەڵێم مامۆستا ئەم ئەکربانە تۆ نەیکەی ئیستا ژەمە هەم دزی	"I say, ""Master, you're not going to steal my food right now""."
5_0228.wav	خەزێنەی پادشامان تاڵان کردووە	He has plundered the king's treasury.
5_0229.wav	شەوی هاتووین سەر کولانەی خۆمان لێ گرتووین کە وتمان بزانین باسمان دەکا دەڵێ لە چلانەوە یەک نەفەرێک هات لە چلانەوە دوو دوو نەفەر هات	"We came in the night, we grabbed our boots, and we asked him to tell us what he was talking about. He said, ""One passenger came from Chelan""."
5_0230.wav	لەسلانەوە سێ سێ نەفەرە لەسلانەوە چوار چوار نەفەرە	This year it's three, three, four, four.
5_0231.wav	شیو دایە شیو	Shiu gives Shiu
5_0232.wav	حەوتەی شەوی گەورەکە کردت لە چلانەوە گەورەکانت بەڵێ مامۆستا گەورەکانیان	You've made the big night of your big moves. Yes, their big teachers.
5_0233.wav	یەزدان مامۆستا	Lord Teacher
5_0234.wav	ئەو خەزێنەی دزیومانە	That's the vault we stole.
5_0235.wav	ئەمە هەموو منداڵمان هەیە زیندەجیمان نییە بەڕێچوونمان دەوێ خەرج و غاریجمان دەوێ ئێستاش	We all have kids, we don't have bicycles, we want to go out, we need to spend and we need garages now.
5_0236.wav	بابا ئەمە شتێکمان دەگەڵ کە ئەمە نیوەی لەو زێڕەی مامۆستا دەدەین بە تۆ	Dad, this gives us something. This will give you half of the teacher's gold.
5_0237.wav	دەدەین بە تۆ ئەتۆ سەرفی نەزەرمان لێ بکە کوڕە دڵە خواوەند لەتا خۆش نابم	We're gonna give you the benefit of the doubt, sweet boy. God, I'm not gonna love you.
5_0238.wav	دەڵێی دی؟	Are you saying D?
5_0239.wav	وەڵا ئەڵا دوو بەشی من و بەشیشم گۆ	Well, there's two parts of me and one part of you.
5_0240.wav	دەڵێم چی برالە دەڵێم چی کەڵ مامۆستایە دەڵێم چی خۆ بە خودا لە حاڵێک کە بمانگرن	What shall I say, brother, what shall i say, fool, teacher, what will I say to God, in case they catch us?
5_0241.wav	چاکە درسییە بەشار	It's a good lesson, Bashar.
5_0242.wav	دوو بەشی مەلای بێ هێشتا بەشێک وەجیرمە هەر دەکەی و شتێک ماوەجیر هەر کەویە	The two parts of Malayan are still a part of the vector, and something else is a vector.
5_0243.wav	بەڵام ئەگەر هەر ئاوە هیچمان دەدا تییە	But if we had any water, we wouldn't have any.
