wav_name	transcription	translation
4_0036.wav	سەربازی وە سەر دەگێڕم یەک دانە نەفەری نەفوسی لە شاری دانەیەڵێ	I'm a soldier, and I'll be in charge of one of the infantry battalions in the city of Dundee.
4_0037.wav	کی ئەمن کۆگڵەکەم بۆ قوونم دا گوتم خاکی خۆمە و نایدەم بە کەس	When I gave my bag to my father-in-law, he told me it was my land and I wouldn't give it to anyone.
4_0038.wav	هەتا ڕۆح لە بەر بەدانی من دابێ کچەکەشم ئاوە دەباغەڵ گرت سێوەکە کچەکەی تۆ بوو	And the spirit came upon me in my womb, and I drew water; and behold, the apple was thy daughter.
4_0039.wav	ئە و سێوە کچەکەی تۆ بوو ئە و سێوە شمشەم توند دەست پێدا گووتی کوتمە تا ڕۆح دەبات بەدانی من دابێ لێم حاڵی بوو ئە من ناەڵم هیچ کەس بە زۆری بیبا عەبدوڵڵا زۆر عەقڵ بوو کوتی	"She was your third daughter, and she took my sharp sword, and said, ""Cut it until the spirit takes my flesh"". She saw me, and I said no one was more wise than Beba Abdullah."
4_0040.wav	ئەگدی ئە و هەنارەی چ بوو کوتی ئە و هەنارەی کوتی نووریت و سەر دەگەرم ئە و ئاوە خاک کەت بە توورەکان بەرن نووریت و سەر من دەگەرم من و نووریت و سەر دەگەرم ئە و ئاوە قووتیان دان	"And he said, ""What is this? What is this?"" And he answered, ""I'm going to put it on my head, and I'll put the water in my hands, and you're going to bring it to me, and then I'm gonna put it in your head and you are going to take it and put it into my head""."
4_0041.wav	جسک و مریشکەکان	Gulls and chickens
4_0042.wav	وی چوکن میوان.	They're guests.
4_0043.wav	قەر تاڵەمیشکی برد لە بارگا	He also took a large sum of money from the cargo.
4_0044.wav	دای نایدی کوتی بۆ چی هاتووی	She didn't know why she was here.
4_0045.wav	ئاواشی لەگەڵ گڵەکەی دەکرد ئاواک لە سێوەکەی و ئاوەکەی لە هەنارەکەی	And he did likewise with the clay: he poured water out of the apple-tree, and water from the pomegranate-tree.
4_0046.wav	دەنگیشی نەدەکرا هەروەکوو کەڕ و لال بە هیچ	No sound was heard, neither did the deaf and the dumb.
4_0047.wav	دەنگێکی نەدەکرد گوتی هەی جوڵە کۆگڵەی هێنا دەم و	"She didn't make a sound. She said, ""There's a movement""."
4_0048.wav	کونی نا کونی وە سەردا	It's not a curve, it's an upward curve.
4_0049.wav	ئاوا مۆڕێکی لێ دەکەی	That's how you seal it.
4_0050.wav	میوانە کوتی سێوەکەی هەڵگرتەوە دەباغەڵی نا تون تون ئەوا دەستی پێ گرت	The visitor picked up the apple tree and began to peel it.
4_0051.wav	ژوورە ژوورە	It's a room.
4_0052.wav	کوتی کابرای میوانە کوتی ئەگە هەنارەکەی بە	Cutie Cabra is a guest Cutie is also an exhibitor
4_0053.wav	زیدی دادە دەنک بە وڵات	Zidi gave the country the thumbs up
4_0054.wav	وەر بوو وەک وانێ کە ئەوی گەر سەلیم	It was like the lesson that if I'm healthy
4_0055.wav	کە هەڵدا هەر مریشکێک بۆ ئەوە دان کە هەناری کەوتن خواردی	And he took every one of the chickens, and gave them away to be eaten by the wind.
4_0056.wav	کوتی ئیدی میوانە لێی دا	He gave her a guest-coat.
4_0057.wav	کوتی ئەوە لە مناقڵترە	That's a lot more than meagre.
4_0058.wav	کوتی چاکە ئەوە چ شڕێک بوو ئەتۆ ئاوات	Well, that's the kind of shit you wish you had.
4_0059.wav	کوتی ئەوە دەڵێ پادشا کچیش	Cutie says it's the king's daughter.
4_0060.wav	چی هەیە ئەگەر ئەو کچە من دا کە ی خاکی بە	What if that girl gave me the land?
4_0061.wav	توورەکان دەبا سەربازی وە سەر دەگێڕم یەک دانە نەفەری نەفوسی دەشاری	I'm going to be a soldier, and I'll be running one of the air-to-air missiles.
4_0062.wav	دانەیەوە کوتی ئەمن کۆگڵەکە	Put the ammunition in the bag.
4_0063.wav	بە قوونم دا گوتم خاکی خۆمە و نایدەم بە کەس	"I told my cousin, ""This is my land, and I'm not going to give it to anyone""."
4_0064.wav	نەخێر	No, it is not.
4_0065.wav	بە نی مناڵە کچەکەشم ئاوایە باغڵ	That's what my daughter is like.
4_0066.wav	گرت سێوەکە کچەکەی تۆ بوو	The apple was your daughter.
4_0067.wav	ئە و سیوە کچەکەی	She and her 30-year-old daughter
4_0068.wav	ئە و سی و شەمە	It's the 30th.
4_0069.wav	وە توونی دەست پێ داگی کوتی کوتمە تا ڕحەدە بەدرانی من دابێ	And Tony started to cut me down to the point of giving me a hard-on.
4_0070.wav	پێم حاڵی بوو ئەمن ناڵێم هیچ کەس بە زۆری بیبا	I've noticed that I don't tell anyone much about it.
4_0071.wav	ئە و زەڵڵا زۆر عەقڵ وا کوتی ئەگی ئە	He's such a smart prick, he's so cute.
4_0072.wav	هەنارەی چ بوو کوتی ئەو هەنارەی کوتی نوورەت وە سەر دەگیرم ئاوە خاک کەت بە توورە	What's the matter with you? That's what's wrong with you.
4_0073.wav	بەرە و نیوری بەسەری من دەگرێ من نیوری بەسەری ئەگرم ئاو قووتیان	I'm going to go through them, and they're going through deep water.
4_0074.wav	ژیسکومریسکام	My name is Jessumriskam.
