wav_name	transcription	translation
10_0106.wav	وتی ئەوی دەپەینی دابوو بە دەمم گوتی زۆر گەرما بوو گوتی سەریشم وەختابوو سەرماوی بوو	She said she was putting it in my mouth. She said it was too hot. She told me my head was freezing.
10_0107.wav	کوتی کوتم ئاخر ئەوە ناکرێ سەرما دەمبا کوتی	I'm not going to be able to do that.
10_0108.wav	دەچمە سەر بانی بزانم	I'm going to the bathroom to find out.
10_0109.wav	خۆی لە کولانێکی دایە کولانە تەیلە بێ هۆڵ بێ	He puts himself in a cage. A cage without a hole.
10_0110.wav	زولیوبەڕێکی لێ بێ کۆنە پاتۆڵێکی لێ بێ کۆنە کەواێکی لێ بێ	It's an old-fashioned candy bar, an old patch of candy bars, and it's got a new one.
10_0111.wav	گوتی چوومە سەربانی دەیگوت سەگەکە لێی دەی لێم هاڵان جا بە ڕووتی عەیسان زۆر ناحەزە گوتی ئەگەر باسکم ڕادەوەشاند سەگ هەڵدەهاتم بەو لێ	"She said, ""I went to the shelter and she told me that the dog was going to hit me, so she was naked and very rude, and she said, 'If I put my foot down, the dog will hit me.'"
10_0112.wav	هەردی تۆ بکەم کوتی	I'll do my best for you, Cutie.
10_0113.wav	ئەگاو سەرم بە کولاناندا گرت	Suddenly, I got caught in a storm.
10_0114.wav	کوتی چرایەک دایسە	He's got a set of wheels.
10_0115.wav	کوتی چراکە داییسە	The lampshade is daisy-shaped.
10_0116.wav	ئەگەر تەماشام کرد	If I looked at it,
10_0117.wav	سەعات دووی شەوێ ژنێک تەشی دەردەست	At 2:00 a.m., a woman came out.
10_0118.wav	تەشیدە ڕەق جار ناجاریش ئاوا چاوی لە کولانی دەکرد کوتی	He's a tough guy, and sometimes he doesn't even look like that.
10_0119.wav	کابرا ئەژی لەسەر ڕانیژنەی خەوی لێ کەوتبوو قەفی سمێڵی ئە ئەوەندە بوو	Cabra was sleeping on a couch. That's all.
10_0120.wav	ئاغا بانۆیەکی لەسەر بوو خەنجەرێکی لە بەر پشتیان دابوو	There was a lady with a dagger in her back.
10_0121.wav	تی کولانێک لەولا تر	A tornado on the other side.
10_0122.wav	کولانێکی گەورە بوو خۆم دەکولانەی هاویشت	It was a big storm, and I've been crushing myself this summer.
10_0123.wav	ئەگەر تەماشا دەکەم دیوی کەرانە	If I'm looking at it, it's a curve.
10_0124.wav	گوتی چاوم ئەگەر خۆم دەوێ هاویشکەرەکان سڵامینەوە	"She said, ""If I want to see myself, I'll greet the divers""."
10_0125.wav	دەگە چاوم لێ کرد ئە و دیوەی کە ئە و ژن و پیاوەی لێ بوو	I looked at him, and there was a man and a woman.
10_0126.wav	ئەو پیاوە لە سەر	There's the man upstairs.
10_0127.wav	ڕانیژەی خەوی لە کەوتووە گوتی لەگەڵ دیویکەران هەر یەک بوو	Ranjit fell asleep. He said he was the same as the Devikers.
10_0128.wav	چیغێکیان لە مەعبەینی کێشابوو	One of them was painting a torch on the ceiling.
10_0129.wav	ئە و دیوەی کەرەیان تێکردبوو ئە و دیوەش بخووی ئە و ژن و میرزەی ئە و ژن و پیاوەی لێ بوو	They had broken the ark, and the devil had eaten it, the woman and the bridegroom and the man and the woman who was with her.
10_0130.wav	ژنە جار نەدەریش چاوی لە کولانەی دەکرد ئەمیشەوە چاوم لێی بە چیغەکەی دا بەڵام ئەو ژنە ئەمنیی نەدیبوو مانە من ژنم دیبوو	She looked at me with her eyes, and I looked at her with my eyes, but she didn't see me. I saw my wife.
10_0131.wav	وەڵا عەرزی تۆ بکەم کوتی ئەوەندەم زانی لە کوردانەی سەرژنەی کوتی گوریسێک هاتە خوارێ	I'm going to make your floor so small that I've learned from the Kurds that the chairman of the committee has come down a little bit.
10_0132.wav	کی ژنە ئاوا چاوی لێ دەکا دەیگوت وەرە وەرە کوتی گوریسە هات هات هات	"When a woman looks at her like that, she says, ""Come on, come on, gourmet cottage""."
10_0133.wav	هەتا سەر ملی کابرای کە لەسەر ڕانی کەوتووە	Up to the neck of the cabbage on which he fell.
10_0134.wav	وەڵا کوتی	Oh, my gosh.
10_0135.wav	گوری سەید دملی کابرای کرد	Guri Said Dimli made Kabra
10_0136.wav	گوتی هەڵەیان کێشا کابرای هەڵکێشم گوتی ئەگەر بە سەر چیغی دا خۆم فڕێ دا	"She said, ""They made a mistake. I'm going to get baptized"". She said if I got to the top of the mountain, I'd throw myself."
10_0137.wav	گوتی کابرایان ئەوەندە سەریان هەڵلنا کابرا بڕێکی ئاوە کرد گوتی خەنجەرێکی لە بەر پشتیان دا بۆ ئەوەی خەنجەرەم لە کابرا وەرگرت خەنجەرێکم لە گولی سەری دا	"She said, ""The kids were shaking their heads so much that Kabra gave them some water"". She said she put a dagger in front of them so that I could take my dagger from Kabra."
10_0138.wav	کابرا بەربوو	Cabra was bored.
10_0139.wav	کە بەرامبەر بە و کاتەی سەگ با بۆ دەم و جی	That's the opposite of when the dog goes to the mouth.
10_0140.wav	پیدەوی داژنا هەڵات	He didn't want to leave.
10_0141.wav	وتی سەگ با بۆ دەمکوژێ گوتم با ناتکوژم ئەوە	He said let the dog kill me. I said let me not kill him.
10_0142.wav	نە قووڵی جەرانەکەیەتی من لە ویدی وەی بووم و ئەو کەندەرە لەوێ ڕا هاتە خوارە دەملی تۆ خەریک بتخمێنن	It's not the deepest part of his throat. I was at the video store, and there's this island over there, and they're trying to bury you.
10_0143.wav	کوتی کابرا کوتی ئەتۆ	Cute Cabra Cute You
10_0144.wav	ئاوە ڕووتی بوو بە ڕووتی لەوی دیوی کەرەستەکەی	And she became naked, naked in the midst of her baggage.
10_0145.wav	خوراسە کوتی نەقۆڵی نزیلەکەم بۆ گێڕاوە کوتم با ئەم لە ئێوارەوە چبووە کوتی چم	Khurasa told me about my coat. I've been wearing it since the evening.
10_0146.wav	دی وە کوتی هەمو بۆ گێڕاوە گوتم لە فڵانە ماڵەی میوان بووم میردەکەی کابرا	Dee and Cutie told me all about it. I was at Cabra's heir's guest house in Flana.
10_0147.wav	سەعد ماڵە چووەتە سەر ئاشیف ژنەکەی لەوێ بوو ئیش شەیتان زەڵلەی پێ کردم خوڵاسە گوتی هەمووم بۆ گێڕاوە	Saad went home to Aashif and his wife was there. She said she had told me everything.
10_0148.wav	کوتی کابرا کوتی	Cute Cabra Cute
10_0149.wav	ئەوەی تەماعەت تێکردووە خەریک بوو بچێتە دژی ئەوە خوشکی منە	The one who broke your heart was about to go against it. That's my sister.
10_0150.wav	ئەوە ماڵە زاواکەم بوویت و شۆکانت لەوێ بووی	That was my magic house, and that's where your shoe was.
10_0151.wav	ئەلحانیج چونکە تۆ منت لە مردن نجات داوە و من هیچت پێ ناڵێم دێم لیباسەکانت بۆ وەردەگرمەوە	Alhanij because you saved me from death and I won't tell you anything I'll come and get your clothes
10_0152.wav	گوتی گوتم ئەدیدی ئەوە کێیە بوونەتە تۆیان دەخینن گوتی وەڵا	"She said, ""Audi, that's who you're talking to""."
10_0153.wav	ژنەکەم کەڵگەی هەیە	My wife has a wig.
10_0154.wav	ژنەکەم کاڵەی هەیە حەوت براشی هەیە ژنەکەم دوو سێ جلم بە براکانی کوتوومە	My wife has seven siblings, and my wife has two or three half-siblings.
10_0155.wav	ئەو ژنەی گۆ ئە و خوشکەی گۆ کەڵەگای هەیە ئەو ژنەی من	The woman who's with Go and her sister who has a crotch, she's my wife.
10_0156.wav	براکانی لە جیات لە خوشکیان دەن تێر و پڕ لە من دەدەن ئەلحانەشە ئەوە کەڵەڕەگاکەی بووە	His brothers are separated from their sisters, and they're full of me.
10_0157.wav	هەیویستویانە لەگەڵ خێزانم ئەم بخین شوێنن و	They wanted to put me and my family here.
10_0158.wav	لە کۆڵم بکەنەوە	Forget about me.
10_0159.wav	خوڵاسە کوتی دەوەی دا کوتی ژنە هەڵات کوتی کابراش لە بن هەرزاڵێ لە	Howl's Kitchen is a women's clothing store located in downtown Dallas, Texas, in the United States.
10_0160.wav	لەخون کەندوی لەخون توندورییە هێنای کۆنە پاتۆڵ و کۆنە کەوا و کۆنە کراسی بۆ وەخر کردم دەبەرم کرد و	In the blood, in the blood of the hardened, he brought me an old paddle, an old chair, and he set me down.
10_0161.wav	تیجا چونکە ئە و پیاوە تێت دەگەل من کردووە	That's because that guy is hitting on me.
10_0162.wav	وەرە دەتبەمەوە ماڵە خوشکم ئەما کوتی خوشکم	Come on, I'll take you to my sister's house. I'm going to be my little sister.
10_0163.wav	زۆر لە هەموو پیاوەکان بەداموستە	Most of all, men are good-natured.
10_0164.wav	کە تا بەیانیش لەوێ بای نەتدەتوانی دەستی لێ بدەیت لەوەی خاتر جەمم کە تۆ نەتتوانیوە دەست لە خوشکی من دەدەی	I'm afraid you couldn't touch my sister.
10_0165.wav	وەڵاتێ چووینەوە بۆ ماڵەخوشی	We went back to the house.
10_0166.wav	کتی	Kitty
10_0167.wav	لە حەسارێ لە دەرکەیدا	It's in the air outside.
10_0168.wav	پتی خوشکی منم بیکەوە لە دەرکەی پێشخانەیدا	Put my sister on the front porch.
10_0169.wav	دی کاکە وەهاتی	That's what happened.
10_0170.wav	وەڵا ژنە تا گەنمەکانی لێ بە دەرکەیەوە کرد دەرکەی لاوە برد	Then the woman gathered her sheaves of wheat and baked them.
10_0171.wav	تیا ئەگەر منی دی	There, if you see me.
10_0172.wav	کوتی هاکە سەگ بابەتت بۆ دەگەڵە کوتی ئەویش جارێ نەکەی گێڕاوە کوتی خوشکییە	Cutie, the dog is telling you about Cutie and she's never told you about it. It's her sister's Cutie.
10_0173.wav	ئە و شۆکانە خەریک بوون بخنکێن ئە و کابرایانەی زاتی دامەڵحانەکانیش	Those branches were about to go down, and the gentlemen at the top of the stairs.
10_0174.wav	ئەو کارەی خراپەی کردووە ئەو خەیانەتەی کردووە لە ماڵ ئەنگۆ ناوین چای خواردووە	What he did was wrong. He took tea at Ango's house.
10_0175.wav	تەماع لە تۆ کردووم	I've been craving you.
10_0176.wav	دەیەوێ ببەخشی لیباسەکانی	She wants to give you her clothes.
10_0177.wav	بدەوە خوڵەسە لێی ببوورە وتی وەلا ژنە لیباسەکانی بۆ هاویشت مە پشت دەرکەی وتی سەگ بە	"""Please forgive him"", he said, ""and don't let his wife take her clothes to the bathroom behind the door""."
10_0178.wav	بە کوێ داهاتووی کوڕەکەم بابە هەر لیباسەکانم دەنا وتی لیباسم دەبەرکرد و بەو شەوەیە بارە ڕەژیم لێناو	"Where would my son's future be? My father would take all my clothes, and he said, ""I'm going to take my clothes""."
10_0179.wav	تی کەرم دەنگ دان و هاتمە خوارێ	I called and came down.
10_0180.wav	جا کابرا باسی ژنی چاک و خراپیان دەکرد	So Kabra was talking about good and bad women.
10_0181.wav	کوتی ژنی ئاوەش هەیە و	There's also a water woman's cottage.
10_0182.wav	ژنی ئاوەشەیە	She's like that, too.
10_0183.wav	دوژمنی ئەوە نەقڵ و جەرگانەکەی	The enemy is the small intestine.
10_0184.wav	یەی من لە دی وەی بووم و ئەو کەندەرە لەوێ ڕا هاتە خوارێ دەملی	I was in D.W.A. and the bay came down on me.
10_0185.wav	خەریکە بتخۆن.	They're eating you.
10_0186.wav	کوتی کە برا کوتی ئەتۆ	Cutie who's your brother Cutie
10_0187.wav	وە ڕووتی بوو بە ڕووتی لە وی دیوی کە ڕستەکەی	And she got naked on the web, which is the sentence.
10_0188.wav	خۆراسان کوتی نەخوڵ نەزیلەکەم بۆ	I don't know what I'm going to do.
10_0189.wav	گێڕا و وتم با لە ئێوارێوە چ بوو و گوتی چم دی و گوتی هەم بۆ	"She told me what it was like that evening, and she said, ""I saw it""."
10_0190.wav	ڕاوە گوتم لە	She told me to run.
10_0191.wav	لانە ماڵەی میوان بوو مێردەکەی کابرا سەعەد ماڵە چووەتە	Lanna was a guest house. Kabra Saad's husband went home.
10_0192.wav	سەر ئاشی ژنەکەی	On his wife's ass
10_0193.wav	بۆمیش شەیتان	You're the devil.
10_0194.wav	زەڵلەی پێ کردم خلاسە گوتی	"She said, ""I'm going to kill you""."
10_0195.wav	بۆ گێڕاوە کوتی کابرا کوتی ئەوەی تەماعەت تێکردووە خەریک بوو	"She told me, ""Kuti Kabra, the one who ruined your appetite was about to die""."
10_0196.wav	تیژژی ئەوە	That's the gist of it.
10_0197.wav	خوشکی منە	She's my sister.
10_0198.wav	ئەو ماڵە زاواکەم بۆ تۆ و شۆکانە لەوێ بووی	That's where my charming home for you and the shoots was.
10_0199.wav	عەلی حەنیش چونکە تۆ منت لە	Ali Hanish because you are me
10_0200.wav	نەجات داوم هیچ	I didn't ask for anything.
10_0201.wav	پێویست پێ ناڵێم دێم لیباسەکانت بۆ وەردەگرمەوە	I don't have to come and get your clothes.
10_0202.wav	گوتی و گوتم ئەدیدی ئەوە کێ بوو تۆیان دەخەین کە	"And she said to me, ""Eddie, who are you going to put in there?"""
10_0203.wav	کوتی وەڵا ژنەکەم کەڵەگای هەیە	My wife has a cottage.
10_0204.wav	جەنابێ	Where are you going?
10_0205.wav	کەڵگەی هەیە حەوت	It has seven legs.
10_0206.wav	براشی هەیە ژنەکەم دوو سێ جلم بە براکانی کۆ	He has a brother. My wife has two or three brothers.
10_0207.wav	گوتوومە ئەو ژنەی گوایە ئەو خوشکەی گوایە کەڵەگای هەیە ئەو ژنەی من	I said the woman who said she was her sister, she said she had a beard, she was my wife.
10_0208.wav	براکانی لەجیاتی لە خوشکەکانیان دەنێن	They call their brothers instead of their sisters.
10_0209.wav	تێر پڕ لە مادە	Filled with substance
10_0210.wav	ئەلحانێ جەوکەڵە	Al-Hane is a junkie.
10_0211.wav	هەیویستوویانە لەگەڵ خێزانم ئەم بخینکوێ	They wanted to put me and my family here.
10_0212.wav	لە کۆڵم بکەنەوە	Forget about me.
10_0213.wav	خوڵاسە کوتی دەوەی دا کوتی ژنە هەڵ	She's got a coat on the back. It's a woman's coat.
10_0214.wav	قاتی کابراش لە بن هەرزاڵێ لە لە خون کەندوی لە خون توندوی	Qati Kabarash is located in the south of the country in the Gulf of Khedive.
10_0215.wav	سووریە هێنای کۆنە پاتۆڵ و کۆنە کەوا و کۆنە کراسی	The red one brought the old paddle, the old one, and the old chair.
10_0216.wav	کردم دەبرم	I was taken away.
10_0217.wav	کرد و کوتی جا چونکە ئە و پیاوەی تێت دەگەل من کردووە	And he did it because he was the man you were looking for.
10_0218.wav	چۆنە	How is it?
10_0219.wav	مۆ ماڵە خوشکم بەڵام کوتی خوشکم زۆر لە هەموو پیاوان بەناموسترە	Mo is my sister, but my sister's pussy is more unattractive than any man's.
10_0220.wav	هەتا بایانیش لەوێ بای نەدروو	And the wind did not stay there.
10_0221.wav	دەستی لێدەیت لەوەی خاتر جەمم کە تۆ نەتتوانیوە دەست	You're going to start with the ice cream that you couldn't get your hands on.
10_0222.wav	وەلا کەری چووینەوە بۆ	So we went to
10_0223.wav	لە خوشی وتی لە حەساری لە	He said in a statement in Hasari,
10_0224.wav	کوتی خوشکی ئەمنیم بیکەوە لە دەرکەی پێش	Put my sister's coat in the front door.
10_0225.wav	کوتی کاکە	Cat's whiskers
10_0226.wav	هاتی کوتی وەڵا ژنە تا گەنمەکانی لێ بە دەرکەیەوە کرد دەرکی لاو	A woman came to her house and she cut out the wheat from the sheaves.
10_0227.wav	کوتی ئەگە منی دی	The cottage next to me.
10_0228.wav	کاکە سەگ با	The cat is a dog.
10_0229.wav	بەت بۆ دەگەڵە کوتیشت جارێ نەکەی گێرەوە	Don't put it back in your pocket.
10_0230.wav	ئەو شۆکانە خەریکە	Those shops are closing.
