wav_name	transcription	translation
6_0046.wav	کرمان کرمان.	Karman is Karman.
6_0047.wav	دەڵێ زۆر باشە بەڵا هەڵدەسێ فەقێ خێرا ئاشی لیباسان	"He says, ""That's fine, but he's going to get up and get dressed""."
6_0048.wav	دادە کە لە کۆدە حەمامێ دا بێ	Put it in the bathroom code.
6_0049.wav	جل و بەرگ و جلوبەرگ و جلوبەرگ و جلوبەرگ و جلوبەرگ	Clothes and garments
6_0050.wav	حەتوو شتی لە خۆی دەدا و دێتەوە سەر شڕێ دادەنیشێت نان و مایەی دەخۆن و	He even puts his clothes on himself, sits down on the table, and eats the bread and drinks the wine.
6_0051.wav	کابرای میردیش نەشت پەیدا دەبێ لەوێ	And the bride's grave will be there.
6_0052.wav	پەیدا دەبێ.	It happens.
6_0053.wav	ئەلدر کەی دەدا ؟	When was Elder born?
6_0054.wav	دەڵێ کێیە ؟	"He says, ""Who is it?"""
6_0055.wav	کۆنەگەل فەقێ بە زات خودایە مێردەکەمە وەڵا ئەو سێ چوار شەوە پێش شەش ڕۆژە نەهاتووەتەوە	Conagul Faghe is my husband. Well, he hasn't been home for three, four nights, six days.
6_0056.wav	تەماشای چیم لێ دەکەی	What are you looking at me for?
6_0057.wav	هەر چڵ لێ بکەم	I'm just going to stick with it.
6_0058.wav	وەلڵاهی دڵە بە خوداوەندی خودای	And the heart is full of God's holiness.
6_0059.wav	زانییە تۆی لیرە ئە و دنیایە خڕەبەتت کوشی	You know you're a fool and the world's a mess.
6_0060.wav	چون.	They ran.
6_0061.wav	لە وردە جیا بوومەوە	I was separated from the details.
6_0062.wav	لە چیم نەژاریوە لاورە دە یەک دانەیەو	I don't know what you're talking about.
6_0063.wav	وەرە دە یەک دانەیەوە	Let's make it eleven.
6_0064.wav	قفڵێکی ئیغدادیش قفڵ دەکەم	I'm also locking an igdad lock.
6_0065.wav	ئیبراهیم ئەقڵ و نیعمەت لە خوا دەگەرێتەوە بۆ تۆ و ئاشی	"""May God bless you and your household""."
6_0066.wav	ئهو کاریهیه	It's his job.
6_0067.wav	بڵێی فەقێ	Say it like it is.
6_0068.wav	لە ئیغدا نەدەنێ	Don't put them in eggs.
6_0069.wav	کامڕاز دەگریێتەوە دڵە بە ستۆی شکاویت بە ڕانی ووردت بە ملی شکاوت	Kamraz is crying. Your heart is broken, your neck is broken.
6_0070.wav	ئەوە کاروکاسبی تۆ فێری بووی	That's the trade you learned.
6_0071.wav	دەڵێ بۆ چ بووە چ خەمەوە چ بووە دەڵێ لە ئێوارەوە کەڵەکە گایەکم لە پاڵ دا ئەکرد گایەکم ناوەوە ژوور کرد و خەریکە سواری سەرم بێ بە زۆری نازانم چیم لێ کواتم پێ بکا	"She said, ""What's the matter, what's your problem, what is your problem?"" She said: ""In the evening, I had a cow behind me, and a cow came in, and it was riding on my head, and I didn't know what to do with it""."
6_0072.wav	وەڵڵا ئەو جارە کە	Well, that's when
6_0073.wav	قاسلی ئەوە بکەی لێکت نابن دەبێ سبحەین بە ئیمزای تەڵاقدەی	You can't do that. We'll have to sign the will tomorrow.
6_0074.wav	چی بڵێی شتی وا نەبێ	What do you say we don't do that?
6_0075.wav	دەڵێ وەڵا بە خودا بە قورئان دڵ سوێندت بە قورئانە دەڵێ چی لە کوێیە دا و خەنجەرم بۆ بێنە	"He will say, ""No, by Allah, by the Qur'an, by your heart"". He says, ""What is it?"" And bring me the dagger."
6_0076.wav	ژیدەش دەگەل	He's going to die.
6_0077.wav	مێردەکەی گریان چۆڵەمەشینە دەکا	Her husband cried in the desert.
6_0078.wav	لە سەر کراسیەکی و نازانم لە سەر چی	I don't know what I'm sitting on.
6_0079.wav	بە خواردنی خۆیان دا	by feeding them.
6_0080.wav	چۆڵ ئەم شوێنەی ناژی دەکات	It's deserted where he doesn't live.
6_0081.wav	چەن ڕۆژ دەبێ حەج	How many days is Hajj?
6_0082.wav	لێیان ناباتەوە	They won't get away with it.
6_0083.wav	لە کوا چی لێهات کامە چی لێهات لەکوێیە بکوژم ئە و خەزەرەم بۆ بێنە ئەلها چی لێ دەکەم چی پێ دەکەم	Where did he come from, where did he go, where is he? I'm going to kill him and bring him back. What am I going to do with him?
6_0084.wav	فەقێ لە ئیقدانەداوە دڵەی دە تۆقێ تەشبیریت لەوانە جێدا دڵەواڵە لەو ئیقدانەدا	You're going to have to make a fist out of these earrings, and you're gonna make a heart out of them, and they're all going to be in that earring.
6_0085.wav	وەخیلە لێم دێ	I'll leave you alone.
6_0086.wav	وەڵا کلیلی بۆ فڕێ دەدا بەڵا ئاها کلیلی هەڵدەگرێتەوە ئاها لێت نەبردێ	He throws away the key, but he keeps the key and doesn't give it back.
6_0087.wav	شێزەڵا خودا چاکەت بۆ نەکا یا ڕەبی ئەوە مەکە مەجاڕەتێکت ئەوا هەر خەریکی ئەوە بچۆلە مەشێنە لێ بەرێەوە تەها کیل کان تا ماڵت بە قوڕێ	"""Do not be a slave to a slave. Do not let the one who does this steal from you, or else he will steal your house and ruin it""."
6_0088.wav	بە نەگیرێ وەڵڵاهی وامزانی بە ڕاستە	I didn't really think it was right.
6_0089.wav	بەڵا نان و مایین دەداتەوە بە وانەی چی و	He gives us food to eat and he teaches us what to do.
6_0090.wav	مێردەکەی و چایی دەداتێ و	She gives her husband tea and
6_0091.wav	چاندی جەپان گوشتی وا دەکا لێ دا و قسەی خۆش خۆشی لەگەڵ دەکا و	When the king heard this, he was delighted with him and spoke kindly to him.
6_0092.wav	دڵە دیوەناچییە و ئاشتی وەڵای	The heart is crazy and peace is in the air.
6_0093.wav	ئهو پیاوهی لهسهر مهحتهلم دلهبهری وهڵای ئهو دهچمهوه	Oh, man, I'm so sorry for your loss.
6_0094.wav	دەچمەوە مە دەرکەشتەکەی تونداخەبا کەس نییە تێرەم کەسمان لە ماڵێ نییە ژنێک بە تاکەی هێندە ژوورێدا نەوەک کابرایەکی خراپە یاوانێک	I'm going to get out of here. There's no one here. No one at home.
6_0095.wav	بیە	Come on now.
6_0096.wav	بڵێی کابرای بەڕێ دەکاتە و	He's going to tell Kabira to lead the way.
6_0097.wav	سەری یەخدانی هەڵدەگرێ	He's holding his head up.
6_0098.wav	ئەگەر تەماشا دەکا فەقێ	If he's watching, he'll be pissed off.
6_0099.wav	هەر ئەوەندەیە ماوە نەماوە	That's all there is left.
6_0100.wav	دەوێدە	She wants it.
6_0101.wav	یەک بە و یەکدانەی	One by one
6_0102.wav	قەرەقەی کوتووە	The curve is curved
6_0103.wav	دواوی کاری خراپتریشی بە دوو داهاتووی	The back of a worse job with two more to come.
6_0104.wav	دەڵێ چی کرابێ	"He says, ""What's been done?"""
6_0105.wav	وەلاژە فەقیرێ نەدە دەرێ	He wouldn't have been poor.
6_0106.wav	دەڵێم بنووسم ئەکەم	I'm going to write.
6_0107.wav	دەڵێم بۆ مەکری ژنان ئاوەیە	I'd say that's what women do.
6_0108.wav	دڵە ئەوە مەکرە چکۆڵەکەیە لێم کردووی بەدبەخت مەکرە گەورەکەت لێبکەم بە خودای مەحاجراتت دەکەمەوە	"""My heart, that's the stupidest thing that ever happened to me"". ""I'm going to make you my god""."
6_0109.wav	دەڵێ دەسوێ ئەو کتێبانەم بۆ بێنە	He says he's going to get my books.
6_0110.wav	کتێبەکانی بۆ هێنەڵا شەوم چێشتیم بۆ بێنە	I brought the books. I cooked them at night.
6_0111.wav	شمشێشی بۆ دێنێ	He gives him a sword.
6_0112.wav	ڕانەفتەشیم بۆ بێنە	Don't come to my funeral.
6_0113.wav	نەڤدژی بۆ دەبا	He didn't live in Debba.
6_0114.wav	دەهێنی لە گۆڕی حەسارێ کتێبەکانێ ئەوەی مەکری ژنانە نووسیویەتی	You'll find it in the tomb of Hasara, in the books written by the women of Mecca.
6_0115.wav	نەق نەفتیان پێ دەدا کا و ئاوریان تێ بەر دەدا	They poured perfume on them and poured it on water.
6_0116.wav	دڵە جاوەتۆم بە کوشک قبووڵ کرد	My immortal heart accepted it with ease.
6_0117.wav	دەسرێیەکی بەنێوچاوانی دەڵێیتەوە خوشکی من و ئەمیر برای تۆ	"You're going to say something like, ""My sister and Amir are your brother""."
6_0118.wav	تازە هەتا عەمری من هەیە و دووی مەکریش نان کەو	I've only got two days to live and I haven't eaten.
6_0119.wav	خۆ حەیجیم نەماوە	I don't have any money left.
6_0120.wav	چۆبا	Choba
6_0121.wav	ئەم بەخی تۆ بسڵام	Greetings to you who are blessed.
6_0122.wav	بیگژێننەوە	Pull it out.
6_0123.wav	دەهاتی لەکان تا	He brought the branches up to
6_0124.wav	ماڵت بە قوڕێ نەگیرێ	Your house will not be ruined.
6_0125.wav	وەڵڵاهی وامزانی بە ڕاستی	Well, I thought it was true.
6_0126.wav	بەڵا نان و مایەی دەداتەوە بە وانێکێ و بە مێردەکەی و چاوی دەداتێ	But she gives bread and clothing to a teacher and to her husband and eyes
6_0127.wav	یۆ چەندێ جەپان گوشتی وا دەکا	You've heard it all before.
6_0128.wav	لێ دا و خوە.	He knocked it down.
6_0129.wav	ڕۆژێ لەگەڵ دەکا و.	The day goes by.
6_0130.wav	نەهاتووە ئاشتی واللهی ئە و پیاوانە لەسەر	There's no peace in it, and the men are on it.
6_0131.wav	مەحترەم لە بەرەی وەڵای وەستمەوە	My Majesty, I stand before you.
6_0132.wav	دەچم و وا مەدرکەوە	I'm going to go and do it like this.
6_0133.wav	کە توندا خەبا خەزنی	And he took a stone, and put it in his hand, and cast it into the midst of the pit.
6_0134.wav	کەسمە	I'm not a person.
6_0135.wav	ژنێک بە تاکری هێندە ژوورێدا	A woman walked in with a stick like that.
6_0136.wav	نەوەک کابرایەکی خراپ و یاوانێک	Not a bad young man.
6_0137.wav	بیێ بڵێ کابرای بەڕێ دەکاتە بۆ	Let's say Kabira is on his way to
6_0138.wav	ئەو سەری یەخدانێ هەڵدەگرێ	He's holding his head up.
6_0139.wav	ەە	It is.
6_0140.wav	ئەگەر تەماشا دەکا فەقێ هەر ئەوەندەیە ماوە و نەماوە	If you look at the paper, it's just there and gone.
6_0141.wav	دەوێدا یەک بە و یەکدانەی ئارەق	He wants one by one and one by two.
6_0142.wav	دواوی کاری خراپتریش بەدواداهاتووە	Worse things are yet to come.
6_0143.wav	دەترسی کابرای	Scared of Kabira
6_0144.wav	وەڵا ژ فەقیرێ نەدە دەرێ	He couldn't get out of poverty.
6_0145.wav	بەڵێ بنووسە مەکتەب	Do not write yes
6_0146.wav	دڵ بۆ مەکری ژنان ئاوەیە	That's the heart of a woman's crap.
6_0147.wav	دڵە ئەوە مەکرەچکۆڵەکەیە لێم کردی	Sweetheart, that's the shit you did to me.
6_0148.wav	بەدبەخت مەکرێ	It's not bad luck.
6_0149.wav	گەورەکەت لێبکەم بە خودای مەڤەجاڕاتت دەکەمەوە	I'll make you my master, and you'll be my god.
6_0150.wav	دڵە دەست جێی کتێبەوانم بۆ بێنە	Please come to me as my librarian.
6_0151.wav	پەشیمانی	Regret
6_0152.wav	یێبەکانی بۆنهەڵا شەوم چێشم بۆ بێنە	I'm going to have a good night's sleep.
6_0153.wav	شمشێشی بۆ دییە	It's a sword for the devil.
6_0154.wav	نەفت شیم بووی	Nephthim was born.
6_0155.wav	نەڤدژی بۆ دەبە	He's going to live for it.
6_0156.wav	دێ لە گۆڕێ	He's going to die.
6_0157.wav	ئەی حەسارێ کتێبەکانیێ ئەوەی مەکری ژنانە نووسیویت	What about the books you've written about women?
6_0158.wav	نەق نەفتیان پێ	They're not going anywhere.
6_0159.wav	دەدا کا و ئاوریان تێ بەردەدا	They threw rocks and stones into it.
6_0160.wav	دڵە جاوەتۆم بە کوشتگی قوباد	My heart is broken by the murder of Kubad.
6_0161.wav	قبووڵ کرد دەسڕێیەکی بە نێوچاوانی دەڵێ	He admitted, with a twinkle in his eye.
6_0162.wav	تۆ خوشکی من و ئەمیر برای تۆ	You are my sister and Amir is your brother.
6_0163.wav	تازە هەتا عەمری من هەیە و دوووی مەکریش نانێ	I'm only here for the rest of my life, and I don't give a damn.
6_0164.wav	خوەم حەیجەم نەماوە	I don't know where I am.
6_0165.wav	تۆبا	Toba
6_0166.wav	ئەم بە کەی تۆ بە سڵام	I'm here to greet you.
6_0167.wav	بیگژێننەوە	Pull it out.
